"HAB";"TYPO";"CD_LB";"CD";"LB";"NIVEAU"
"9408";"22";"24.223 Broussailles de Saules et de Myricaire germanique";"24.223";"Broussailles de Saules et de Myricaire germanique";"5"
"9409";"22";"24.224 Fourrés et bois des bancs de graviers";"24.224";"Fourrés et bois des bancs de graviers";"5"
"9410";"22";"24.225 Lits de graviers méditerranéens";"24.225";"Lits de graviers méditerranéens";"5"
"9411";"22";"24.226 Graviers des rivières de plaine";"24.226";"Graviers des rivières de plaine";"5"
"1213";"22";"24.3 Bancs de sable des rivières";"24.3";"Bancs de sable des rivières";"3"
"3970";"22";"24.31 Bancs de sable des rivières sans végétation";"24.31";"Bancs de sable des rivières sans végétation";"4"
"3971";"22";"24.32 Bancs de sable riverains pourvus de végétation";"24.32";"Bancs de sable riverains pourvus de végétation";"4"
"1214";"22";"24.4 Végétation immergée des rivières";"24.4";"Végétation immergée des rivières";"3"
"3960";"22";"24.41 Végétation des rivières oligotrophes acidiphiles";"24.41";"Végétation des rivières oligotrophes acidiphiles";"4"
"3961";"22";"24.42 Végétation des rivières oligotrophes riches en calcaire";"24.42";"Végétation des rivières oligotrophes riches en calcaire";"4"
"3962";"22";"24.43 Végétation des rivières mésotrophes";"24.43";"Végétation des rivières mésotrophes";"4"
"3963";"22";"24.44 Végétation des rivières eutrophes";"24.44";"Végétation des rivières eutrophes";"4"
"1211";"22";"24.5 Dépôts d'alluvions fluviatiles limoneuses";"24.5";"Dépôts d'alluvions fluviatiles limoneuses";"3"
"3964";"22";"24.51 Dépôts nus d'alluvions fluviatiles limoneuses";"24.51";"Dépôts nus d'alluvions fluviatiles limoneuses";"4"
"3965";"22";"24.52 Groupements euro-sibériens annuels des vases fluviatiles";"24.52";"Groupements euro-sibériens annuels des vases fluviatiles";"4"
"3978";"22";"24.53 Groupements méditerranéens des limons riverains";"24.53";"Groupements méditerranéens des limons riverains";"4"
"67";"22";"3 Landes, fruticées, pelouses et prairies";"3";"Landes, fruticées, pelouses et prairies";"1"
"487";"22";"31 Landes et fruticées";"31";"Landes et fruticées";"2"
"1216";"22";"31.1 Landes humides";"31.1";"Landes humides";"3"
"3979";"22";"31.11 Landes humides atlantiques septentrionales";"31.11";"Landes humides atlantiques septentrionales";"4"
"3980";"22";"31.12 Landes humides atlantiques méridionales";"31.12";"Landes humides atlantiques méridionales";"4"
"3981";"22";"31.13 Landes humides à Molinia caerulea";"31.13";"Landes humides à Molinia caerulea";"4"
"1217";"22";"31.2 Landes sèches";"31.2";"Landes sèches";"3"
"3982";"22";"31.21 Landes submontagnardes à Vaccinium";"31.21";"Landes submontagnardes à Vaccinium";"4"
"9452";"22";"31.213 Landes hercyniennes à Vaccinium";"31.213";"Landes hercyniennes à Vaccinium";"5"
"9425";"22";"31.214 Landes submontagnardes alpiennes à Vaccinium";"31.214";"Landes submontagnardes alpiennes à Vaccinium";"5"
"9426";"22";"31.215 Landes sub-montagnardes pyrénéo-cantabriques à Vaccinium";"31.215";"Landes sub-montagnardes pyrénéo-cantabriques à Vaccinium";"5"
"3975";"22";"31.22 Landes sub-atlantiques à Genêt et Callune";"31.22";"Landes sub-atlantiques à Genêt et Callune";"4"
"9429";"22";"31.223 Landes campino-flandriennes à Callune et Genêt";"31.223";"Landes campino-flandriennes à Callune et Genêt";"5"
"9430";"22";"31.224 Landes campino-flandriennes à Erica cinerea";"31.224";"Landes campino-flandriennes à Erica cinerea";"5"
"9436";"22";"31.226 Landes montagnardes à Calluna et Genista";"31.226";"Landes montagnardes à Calluna et Genista";"5"
"9437";"22";"31.227 Landes à Empetrum nigrum";"31.227";"Landes à Empetrum nigrum";"5"
"9440";"22";"31.22A Landes à Genista sagittalis";"31.22A";"Landes à Genista sagittalis";"5"
"3976";"22";"31.23 Landes atlantiques à Erica et Ulex";"31.23";"Landes atlantiques à Erica et Ulex";"4"
"9441";"22";"31.231 Landes à Ulex maritimus";"31.231";"Landes à Ulex maritimus";"5"
"9444";"22";"31.234 Landes septentrionales à Erica vagans";"31.234";"Landes septentrionales à Erica vagans";"5"
"16889";"22";"31.2341 Landes armoricaines à Erica vagans";"31.2341";"Landes armoricaines à Erica vagans";"6"
"9445";"22";"31.235 Landes anglo-armoricaines occidentales à Ajoncs";"31.235";"Landes anglo-armoricaines occidentales à Ajoncs";"5"
"16891";"22";"31.2351 Landes anglo-armoricaines à Ulex gallii et Erica cinerea";"31.2351";"Landes anglo-armoricaines à Ulex gallii et Erica cinerea";"6"
"16892";"22";"31.2352 Landes anglo-armoricaines à Ulex gallii et Erica ciliaris";"31.2352";"Landes anglo-armoricaines à Ulex gallii et Erica ciliaris";"6"
"16893";"22";"31.2353 Landes anglo-armoricaines à Ulex gallii et Calluna";"31.2353";"Landes anglo-armoricaines à Ulex gallii et Calluna";"6"
"9446";"22";"31.236 Landes pyrénéo-cantabriques à Erica mackaiana et E. ciliaris";"31.236";"Landes pyrénéo-cantabriques à Erica mackaiana et E. ciliaris";"5"
"9447";"22";"31.237 Landes pyrénéo-cantabriques à Erica vagans et Erica cinerea";"31.237";"Landes pyrénéo-cantabriques à Erica vagans et Erica cinerea";"5"
"9448";"22";"31.238 Landes anglo-normandes à Ajoncs nains";"31.238";"Landes anglo-normandes à Ajoncs nains";"5"
"16895";"22";"31.2381 Landes anglo-normandes à Ulex minor et Erica cinerea";"31.2381";"Landes anglo-normandes à Ulex minor et Erica cinerea";"6"
"16896";"22";"31.2382 Landes anglo-normandes à Ulex minor et Erica ciliaris";"31.2382";"Landes anglo-normandes à Ulex minor et Erica ciliaris";"6"
"16897";"22";"31.2383 Landes anglo-normandes à Ulex minor et Calluna";"31.2383";"Landes anglo-normandes à Ulex minor et Calluna";"6"
"9449";"22";"31.239 Landes aquitano-ligériennes à Ajoncs nains";"31.239";"Landes aquitano-ligériennes à Ajoncs nains";"5"
"16898";"22";"31.2391 Landes aquitano-ligériennes à Ulex minor et Erica cinerea";"31.2391";"Landes aquitano-ligériennes à Ulex minor et Erica cinerea";"6"
"16899";"22";"31.2392 Landes aquitano-ligériennes à Ulex minor et Erica ciliaris";"31.2392";"Landes aquitano-ligériennes à Ulex minor et Erica ciliaris";"6"
"16900";"22";"31.2393 Landes aquitano-ligériennes à Ulex minor et Erica scoparia";"31.2393";"Landes aquitano-ligériennes à Ulex minor et Erica scoparia";"6"
"3977";"22";"31.24 Landes ibéro-atlantiques à Erica, Ulex et Cistus";"31.24";"Landes ibéro-atlantiques à Erica, Ulex et Cistus";"4"
"9432";"22";"31.241 Landes gasconnes";"31.241";"Landes gasconnes";"5"
"16873";"22";"31.2411 Landes aquitaniennes à Erica et Cistus";"31.2411";"Landes aquitaniennes à Erica et Cistus";"6"
"16874";"22";"31.2412 Landes arides de Gascogne et de Sologne";"31.2412";"Landes arides de Gascogne et de Sologne";"6"
"1222";"22";"31.4 Landes alpines et boréales";"31.4";"Landes alpines et boréales";"3"
"4003";"22";"31.41 Landes naines à Azalée et à Vaccinium";"31.41";"Landes naines à Azalée et à Vaccinium";"4"
"9480";"22";"31.411 Landes à Loiseleuria";"31.411";"Landes à Loiseleuria";"5"
"9481";"22";"31.412 Landes alpines à Vaccinium";"31.412";"Landes alpines à Vaccinium";"5"
"4004";"22";"31.42 Landes à Rhododendron";"31.42";"Landes à Rhododendron";"4"
"4005";"22";"31.43 Fourrés à Genévriers nains";"31.43";"Fourrés à Genévriers nains";"4"
"9482";"22";"31.431 Fourrés à Juniperus communis subsp. nana";"31.431";"Fourrés à Juniperus communis subsp. nana";"5"
"9483";"22";"31.432 Fourrés à Juniperus sabina";"31.432";"Fourrés à Juniperus sabina";"5"
"9484";"22";"31.433 Fourrés à Juniperus communis subsp. hemisphaerica";"31.433";"Fourrés à Juniperus communis subsp. hemisphaerica";"5"
"4006";"22";"31.44 Landes à Empetrum et Vaccinium";"31.44";"Landes à Empetrum et Vaccinium";"4"
"4009";"22";"31.47 Landes à Arctostaphylos uva-ursi";"31.47";"Landes à Arctostaphylos uva-ursi";"4"
"4010";"22";"31.48 Landes à Rhododendron hirsutum";"31.48";"Landes à Rhododendron hirsutum";"4"
"3983";"22";"31.49 Tapis à Dryade";"31.49";"Tapis à Dryade";"4"
"9453";"22";"31.491 Tapis de Dryas de haute montagne";"31.491";"Tapis de Dryas de haute montagne";"5"
"1218";"22";"31.5 Fourré bas de Pins mugo";"31.5";"Fourré bas de Pins mugo";"3"
"3985";"22";"31.51 Fourrés bas de Pins mugo des Alpes internes";"31.51";"Fourrés bas de Pins mugo des Alpes internes";"4"
"3987";"22";"31.53 Fourrés bas de Pins mugo des Alpes sud-occidentales";"31.53";"Fourrés bas de Pins mugo des Alpes sud-occidentales";"4"
"1219";"22";"31.6 Fourrés subalpins et communautés de hautes herbes (mégaphorbiaies)";"31.6";"Fourrés subalpins et communautés de hautes herbes (mégaphorbiaies)";"3"
"3989";"22";"31.61 Broussailles d'Aulnes verts";"31.61";"Broussailles d'Aulnes verts";"4"
"9458";"22";"31.611 Fourrés d'Aulnes verts des Alpes";"31.611";"Fourrés d'Aulnes verts des Alpes";"5"
"9459";"22";"31.612 Broussailles corses d'Alnus viridis subsp. suaveolens";"31.612";"Broussailles corses d'Alnus viridis subsp. suaveolens";"5"
"3990";"22";"31.62 Fourrés de Saules";"31.62";"Fourrés de Saules";"4"
"9468";"22";"31.621 Fourrés de Saules pyrénéo-alpiens";"31.621";"Fourrés de Saules pyrénéo-alpiens";"5"
"16911";"22";"31.6211 Brousses à Saules bas des Alpes";"31.6211";"Brousses à Saules bas des Alpes";"6"
"16912";"22";"31.6212 Brousses alpiennes à Saules prostrés";"31.6212";"Brousses alpiennes à Saules prostrés";"6"
"16913";"22";"31.6213 Brousses alpiennes de Saules élevés";"31.6213";"Brousses alpiennes de Saules élevés";"6"
"16914";"22";"31.6214 Broussailles de Saules pyrénéens";"31.6214";"Broussailles de Saules pyrénéens";"6"
"3993";"22";"31.63 Mégaphorbiaies subalpines avec buissons";"31.63";"Mégaphorbiaies subalpines avec buissons";"4"
"1220";"22";"31.7 Landes épineuses (= Landes hérisson)";"31.7";"Landes épineuses (= Landes hérisson)";"3"
"3992";"22";"31.74 Landes épineuses franco-ibériques";"31.74";"Landes épineuses franco-ibériques";"4"
"9467";"22";"31.741 Landes épineuses à Erinacea";"31.741";"Landes épineuses à Erinacea";"5"
"9520";"22";"31.745 Landes en coussinets de Genista";"31.745";"Landes en coussinets de Genista";"5"
"16955";"22";"31.7451 Landes en coussinets pyrénéo-cantabriennes";"31.7451";"Landes en coussinets pyrénéo-cantabriennes";"6"
"16922";"22";"31.7456 Landes en coussinets à Genista lobelii et G. pulchella";"31.7456";"Landes en coussinets à Genista lobelii et G. pulchella";"6"
"4011";"22";"31.75 Landes épineuses cyrno-sardes";"31.75";"Landes épineuses cyrno-sardes";"4"
"9491";"22";"31.751 Landes épineuses à Astragalus gennargenteus";"31.751";"Landes épineuses à Astragalus gennargenteus";"5"
"9492";"22";"31.752 Landes épineuses cyrno-sardes à Euphorbia";"31.752";"Landes épineuses cyrno-sardes à Euphorbia";"5"
"9493";"22";"31.753 Landes en coussinets cyrno-sardes à Thymus";"31.753";"Landes en coussinets cyrno-sardes à Thymus";"5"
"9496";"22";"31.754 Landes épineuses cyrno-sardes à Genista";"31.754";"Landes épineuses cyrno-sardes à Genista";"5"
"9497";"22";"31.755 Landes épineuses cyrno-sardes à Berberis";"31.755";"Landes épineuses cyrno-sardes à Berberis";"5"
"9498";"22";"31.756 Landes épineuses cyrno-sardes à Anthyllis";"31.756";"Landes épineuses cyrno-sardes à Anthyllis";"5"
"4020";"22";"31.7E Landes épineuses à Astragalus sempervirens";"31.7E";"Landes épineuses à Astragalus sempervirens";"4"
"1223";"22";"31.8 Fourrés";"31.8";"Fourrés";"3"
"4030";"22";"31.81 Fourrés médio-européens sur sol fertile";"31.81";"Fourrés médio-européens sur sol fertile";"4"
"9537";"22";"31.811 Fruticées à Prunus spinosa et halliers à Rubus fruticosus";"31.811";"Fruticées à Prunus spinosa et halliers à Rubus fruticosus";"5"
"16984";"22";"31.8111 Fruticées subatlantiques Prunus spinosa et Rubus fruticosus";"31.8111";"Fruticées subatlantiques Prunus spinosa et Rubus fruticosus";"6"
"16985";"22";"31.8112 Fruticées atlantiques Prunus spinosa et Rubus fruticosus";"31.8112";"Fruticées atlantiques Prunus spinosa et Rubus fruticosus";"6"
"9538";"22";"31.812 Fruticées à Prunelliers et Troènes";"31.812";"Fruticées à Prunelliers et Troènes";"5"
"16986";"22";"31.8121 Fruticées atlantiques et médio-européennes à Prunelliers et Troènes";"31.8121";"Fruticées atlantiques et médio-européennes à Prunelliers et Troènes";"6"
"20806";"22";"31.81211 Fruticées médio-européennes à Prunelliers et Troènes";"31.81211";"Fruticées médio-européennes à Prunelliers et Troènes";"7"
"20807";"22";"31.81212 Fruticées atlantiques à Crataegus et Hedera";"31.81212";"Fruticées atlantiques à Crataegus et Hedera";"7"
"22152";"22";"31.812121 Fruticées atlantiques calciclines";"31.812121";"Fruticées atlantiques calciclines";"8"
"22153";"22";"31.812122 Fruticées calcicoles de bord de route, sur craie";"31.812122";"Fruticées calcicoles de bord de route, sur craie";"8"
"16987";"22";"31.8122 Fruticées subméditerranéennes de Prunelliers et de Troènes";"31.8122";"Fruticées subméditerranéennes de Prunelliers et de Troènes";"6"
"16988";"22";"31.8123 Fruticées de stations rocailleuses à Cotoneaster et Amélanchier";"31.8123";"Fruticées de stations rocailleuses à Cotoneaster et Amélanchier";"6"
"16989";"22";"31.8124 Fruticées d'Argousiers";"31.8124";"Fruticées d'Argousiers";"6"
"16990";"22";"31.8125 Fruticées intra-alpines à Epine vinette";"31.8125";"Fruticées intra-alpines à Epine vinette";"6"
"20808";"22";"31.81251 Fruticées à Prunus brigantiaca";"31.81251";"Fruticées à Prunus brigantiaca";"7"
"20809";"22";"31.81252 Autres fruticées intra-alpines à Epine vinette";"31.81252";"Autres fruticées intra-alpines à Epine vinette";"7"
"4022";"22";"31.82 Fruticées à Buis";"31.82";"Fruticées à Buis";"4"
"4023";"22";"31.83 Fruticées atlantiques des sols pauvres";"31.83";"Fruticées atlantiques des sols pauvres";"4"
"9521";"22";"31.831 Ronciers";"31.831";"Ronciers";"5"
"9522";"22";"31.832 Fourrés à Bourdaine, Sorbiers, Chèvrefeuilles";"31.832";"Fourrés à Bourdaine, Sorbiers, Chèvrefeuilles";"5"
"4024";"22";"31.84 Landes à Genêts";"31.84";"Landes à Genêts";"4"
"9523";"22";"31.841 Landes médio-européennes à Cytisus scoparius";"31.841";"Landes médio-européennes à Cytisus scoparius";"5"
"16960";"22";"31.8411 Landes à Genêts des plaines et des collines";"31.8411";"Landes à Genêts des plaines et des collines";"6"
"16961";"22";"31.8412 Landes à Genêts des Alpes";"31.8412";"Landes à Genêts des Alpes";"6"
"16962";"22";"31.8413 Landes du Massif central à Cytisus scoparius";"31.8413";"Landes du Massif central à Cytisus scoparius";"6"
"16963";"22";"31.8414 Landes à Cytisus scoparius des Pyrénées";"31.8414";"Landes à Cytisus scoparius des Pyrénées";"6"
"9524";"22";"31.842 Landes à Cytisus purgans";"31.842";"Landes à Cytisus purgans";"5"
"16964";"22";"31.8421 Landes à Cytisus purgans des Cévennes";"31.8421";"Landes à Cytisus purgans des Cévennes";"6"
"16965";"22";"31.8422 Landes à Cytisus purgans pyrénéennes";"31.8422";"Landes à Cytisus purgans pyrénéennes";"6"
"4027";"22";"31.85 Landes à Ajoncs";"31.85";"Landes à Ajoncs";"4"
"4028";"22";"31.86 Landes à Fougères";"31.86";"Landes à Fougères";"4"
"9533";"22";"31.861 Landes subatlantiques à Fougères";"31.861";"Landes subatlantiques à Fougères";"5"
"9535";"22";"31.863 Landes supra-méditerranéennes à Fougères";"31.863";"Landes supra-méditerranéennes à Fougères";"5"
"4029";"22";"31.87 Clairières forestières";"31.87";"Clairières forestières";"4"
"9536";"22";"31.871 Clairières herbacées forestières";"31.871";"Clairières herbacées forestières";"5"
"16983";"22";"31.8711 Clairières à Epilobes et Digitales";"31.8711";"Clairières à Epilobes et Digitales";"6"
"16970";"22";"31.8712 Clairières à Bardane et Belladonne";"31.8712";"Clairières à Bardane et Belladonne";"6"
"9525";"22";"31.872 Clairières à couvert arbustif";"31.872";"Clairières à couvert arbustif";"5"
"4025";"22";"31.88 Fruticées à Genévriers communs";"31.88";"Fruticées à Genévriers communs";"4"
"9526";"22";"31.881 Landes à Genévriers";"31.881";"Landes à Genévriers";"5"
"9527";"22";"31.882 Landes à Genévriers";"31.882";"Landes à Genévriers";"5"
"4026";"22";"31.89 Fourrés caducifoliés sub-méditerranéens sud-occidentaux";"31.89";"Fourrés caducifoliés sub-méditerranéens sud-occidentaux";"4"
"9561";"22";"31.891 Fourrés caducifoliés sub-méditerranéens franco-ibériques";"31.891";"Fourrés caducifoliés sub-méditerranéens franco-ibériques";"5"
"4040";"22";"31.8A Fourrés tyrrhéniens subméditerranéens caducifoliés";"31.8A";"Fourrés tyrrhéniens subméditerranéens caducifoliés";"4"
"9565";"22";"31.8A1 Fourrés cyrno-sardes subméditerranéens caducifoliés";"31.8A1";"Fourrés cyrno-sardes subméditerranéens caducifoliés";"5"
"4042";"22";"31.8C Fourrés de Noisetiers";"31.8C";"Fourrés de Noisetiers";"4"
"4031";"22";"31.8D Recrûs forestiers caducifoliés";"31.8D";"Recrûs forestiers caducifoliés";"4"
"4032";"22";"31.8E Taillis";"31.8E";"Taillis";"4"
"4033";"22";"31.8F Fourrés mixtes";"31.8F";"Fourrés mixtes";"4"
"4034";"22";"31.8G Prébois de résineux";"31.8G";"Prébois de résineux";"4"
"488";"22";"32 Fruticées sclérophylles";"32";"Fruticées sclérophylles";"2"
"1224";"22";"32.1 Matorral arborescent";"32.1";"Matorral arborescent";"3"
"4037";"22";"32.11 Matorral à Chênes sempervirents";"32.11";"Matorral à Chênes sempervirents";"4"
"9548";"22";"32.111 Matorral de Quercus suber";"32.111";"Matorral de Quercus suber";"5"
"9549";"22";"32.112 Matorral acidiphile de Quercus ilex";"32.112";"Matorral acidiphile de Quercus ilex";"5"
"9550";"22";"32.113 Matorral calciphile à Quercus ilex, Q. coccifera";"32.113";"Matorral calciphile à Quercus ilex, Q. coccifera";"5"
